sentiment,text_clean
4,glad see would cried whole movie
0,want post phone sending forever never
4,exactly done deal pro monkey see monkey easy
0,work yard work tonight weekend daddy
0,feel horrible better cause work help
4,
0,believe real finale tomorrow also ridiculous hate kids
4,laying bed watching
4,giving shout
0,
0,work fun fun friday saturday hopefully
0,tell even buy lunch
4,happy mother
4,right wee around maybe tonight
0,ran sad country
0,would love band come fall pretty please concert
4,home bed something totally adorable maybe
0,
0,helping pack conference ill miss
4,awesome
4,parade really fun spending night
4,music tech video
0,hate situation someone help
0,bed tired never
4,currently anyone want talk see
0,main tweet sweet
4,jack say hello
4,soon talking
4,guy free bay mac pro drive
0,hate working
0,final class save world
4,happy keep touch summer even though see almost everyday hah
4,happy birthday hope special
0,mean
0,read work blah blah blah
0,coming home little vacation first eating
0,sadly totally lame plus train
0,new
4,sure move place brought great weather
4,luck presentation use word
0,tired bed
0,damn never mind home must sunny
4,yes
0,hell work
4,twitter week think
0,twitter
4,hilarious thought bar
4,ice cream shake
0,already save
4,besides spoken need help say come shoot come shoot
0,missing hope fun
0,around tired bed swimming
0,sick tho crazy
4,well feel better still think
4,well spoken sir last tweet thanks follow
0,bed least call
0,fighting
0,hospital hour long
4,study afternoon something boring work
0,idea watch every channel turned weird show
4,late summer possibly probably net god love
0,huh bout cry thanks
0,since left already
4,talking friend photo shoot coming
0,horrible
4,thanks luck first show
4,yes twitter profile
0,self please shoot
4,yeah seen hard funny
0,tried phone times busy
0,life
4,absolutely would ran
4,looking forward gym two
0,currently working new track awesome still need finish two sleepy
4,might addicted
4,even come cant eat
4,
4,would lying quite warm outside
0,working tonight
0,way bit sold
4,wonder
0,poor worry coming next weekend sorry said
4,care
0,
4,fun shopping
0,could never tear apart
0,miss talking lot phone last night
4,listening set friday beach
0,however none number actually phone turned
4,
4,yes move
4,sorry friend take care though
4,problem
4,well pack hit first monday sunday
0,broke
0,ugh lost win end however
0,trying work work god damn thing
4,thank god chocolate
0,miss already
4,gold guitar
0,went past saturday closed always busy
4,way yes stupid getting way havent even drink
4,coffee deck
0,training woo work saturday
4,hope everyone great sunday
0,wet bad mood still plan afternoon
0,cold feel sick
0,want chocolate want
4,chicken cream drinking amazing
0,dont tomorrow
0,work unfortunately leave
0,high hehe
0,want come
0,seem getting
0,make feel better
0,right end
0,geez way say morning sorry trying happy
0,sad
0,wanting asleep yet wanting bummed see tomorrow basic must find way
4,reason world ass right
0,mine
4,could fire
4,
0,
0,better starting think already
0,job sorry hear
4,testing testing
4,watching daddy great
0,suppose buy made study instead
0,really need work sleep schedule
4,took new twitter background finally finished
0,run
0,
4,best ever chocolate together
0,
4,watched still god throat singing though
0,want hear high
4,clean yet nick wonderful side please luck tonite take care
0,difficult shopping broke
0,miss
4,bed bit sleep night
0,say either arms
0,watching
0,wish weather right wear hair
4,nice glasses hat cant wait come
4,agreed
4,case wondering free
4,people usually interesting topic
0,boring sunday
0,
0,learning
0,wish lived closer
4,rise sale boy need coffee
0,mean hope head
0,feeling well tired hungry sick
0,hungry didnt really eat
4,sort washing could real deal
0,wish
4,move let take soon please
4,camp lunch riding later saw running around times
0,touch friend days ago
4,
0,dont thin wrong
0,miss everyday
0,news make fine bad news come saturday
4,love never read review
0,worst ever sleep feel better
0,yep still twitter
4,hilarious cant tonight miami
4,sweet shall especially see afternoon
4,search
0,lovely driving lesson hate driving rain
0,great golf sunburned
4,thanks man right
4,new background
4,saw doctor already
4,stayed stay
0,foot
0,dang hate see lose
4,new baby way
0,man
4,saw cinema cried baby excellent film love french genius
0,wish
4,awesome movie seen twice
0,seriously dont even work still sick friday worse
4,thing even tho never went
4,available via
4,yes send sunshine way energy low
0,buy friday right school
4,cricket
0,dying without
0,whole world
4,could come
0,drink green tea steve bought blow
0,major head ache somehow work kitchen night though
0,said stay home study science exam otherwise
0,morning really laying hospital hope come
0,please come shout
0,sorry meeting
0,sad new
0,let twitter world
0,need number lost phone grandpa car
0,summer blow
0,release jon guy put ton team
0,apple never guess apple
4,last school really excited reason
4,counting home
0,learn sleep bathroom business sunday
4,saw profile help self follow
4,thanks
0,view game
0,great almost done college free end june summer classes start probably two
0,want win feel bad magic
0,think become
4,watching movie
4,yeah feeling great hopefully cough gone enjoy festival coming week
4,love dress promise bring pretty wedding
0,hehe yeah never alone thats fun
0,fine week load
4,pic sat night wont work sure
4,never lucky prize wrote show store find works
4,nice
4,read come idea love
4,wow place enough though
0,morning gloomy bay work first massage feel cute
4,eating knew watched admit wow
0,last couple times real bad tummy ache
4,shirt
0,see later
0,tweet
0,yep
0,would
4,thanks much name
4,actually sweet
0,stomach ache
4,mate enjoy thinking
4,eating ice cream
4,ball though two different would give ball obviously
4,gorgeous outside except sick think take dog walk
0,lot across
4,enjoying sun
4,hey hun sorry idea following plus
4,think everything sorted moment
0,think right maybe hear really miss yesterday laugh
4,exciting times
0,yeah report yet
0,must rain everyday sigh
0,steve ray brilliant many best dead
4,shame hear talking anyway check look window revise
0,college tomorrow something really want
0,needs dumb water anyway
4,thanks
4,nice morning sweet baby saw bed try nap til work
0,lost bank card ago bank still sent music
4,yeah yeah hope face afraid cut cause
4,tweet much want question enough move onto funny
0,hate thats stuck project come help
4,love
0,hate feeling hate blah
4,woke
4,sitting break eating
0,knee run
0,still need add
4,officially really cute really stupid face happy
4,laying bed listening hour long sleep
0,think sick
0,news long cancer rest peace
0,leaving yet
4,running morning never early start training next race getting ready beach
0,slept badly even asleep sleeping badly
4,thanks
4,really try make stand tonight
4,money bank
0,note self never take car anywhere mark shopping
4,
0,save
4,thing actually married
0,still sick soaked tired
0,dog sad
0,link key pic working keep
4,sorry hear son accident keep family god bless
0,god bless lucky still take care keep
4,give joy amazing man lucky
4,much anyways
4,happy doc article thank
4,actually pretty tomorrow tour
4,better use
4,actually tour ticket mail week ago holy beautiful
4,watched funny movie
4,whats tonight maybe maybe repeat love show
0,exam could use break
4,hehe forward short ago also
4,running
4,come man came goes home need
4,said two
4,people find wait
0,took nap woke school leaving
0,hate especially last
4,nice would nice see whats mind days
0,hear sister becoming part job fun new
0,number
4,darn lovely
0,still
4,tummy feeling much better shower prepare little hot dogs family fun happy saturday everyone
4,read sent
0,work
4,thank
4,
0,
4,wow awesome girl
0,holy crap lucky gone damn
4,morning nice sunny monday already working new
0,bout spent miss still wat call
4,thanks loving
0,photo miss
0,hey sarah hope wish able party tomorrow
0,damn twitter
4,joy ice cold mocha
4,
4,ugh
0,came visit
4,thats actually really way fast mac
0,enjoy although buddy bit strange dog yesterday
4,chance love
0,still remember
0,thanks still different without though
4,hey hope fine enjoy watching performance
0,sleep tonight night
0,monkey try sleep close start think something make story
4,damn thing still complain seem sent
0,wish could running bad couch beat foot hell productive sunday
4,never thought change
0,swimming ankle hurting
4,
4,getting ready take jack matt year old
0,geography homework clue
4,thats blue dog
4,major coming right
0,month think reply sad
0,drinking coffee
0,
0,throat miss
4,
4,sure check home
0,getting minute
0,wish think either
4,big rob plain
4,
0,needs new phone already
4,
4,make sure store early
0,starting straight days
4,went place darn loud inside man sound
4,
0,went buy right luck
0,yet another twitter bit yet
4,welcome twitter
0,church even worse church
0,everyone people
4,ate bunch
4,suck
0,hubby tired feeling well early
0,wish
4,stick
0,hope main bag
4,could become enjoy workout fantastic saturday well
0,want
0,sorry girl ended june
4,
4,twitter
4,headed work thanks
4,great number great sense
0,agree turned air step outside big
4,studio shoot couple happy sad need model though
0,church homework hate last two school
0,want jealous
0,please yahoo want talk somebody
4,wait
4,still cold busy week ahead cant bad
0,complain yes useless matter much tried even new
4,morning sitting bed eating watching
4,bought new pair post soon
